domain,domain_link,domain_group,crawled_by,requires_www,status_code,page_crawl_error,logo_found,logo_is_image,image_group,final_groups,logo_scrape_error,logo_link,logo_src,logo_image_type,logo_image_type.1,selected,logo_file_name,id
aamcophilly-frankfordave.com,https://aamcophilly-frankfordave.com,domain_group_269,,,200.0,,False,True,group_757,,,,,png,,,logos\aamcophilly-frankfordave_com.png,aamcophilly-frankfordave_com
aamcopembroke.com,https://aamcopembroke.com,domain_group_269,,,200.0,,False,True,group_757,,,,,png,,,logos\aamcopembroke_com.png,aamcopembroke_com
aamcoaloha.com,https://aamcoaloha.com,domain_group_269,,,200.0,,False,True,group_757,,,,,png,,,logos\aamcoaloha_com.png,aamcoaloha_com
aamcobrooklyn-atlanticave.com,https://aamcobrooklyn-atlanticave.com,domain_group_269,,,200.0,,False,True,group_757,,,,,png,,,logos\aamcobrooklyn-atlanticave_com.png,aamcobrooklyn-atlanticave_com
aamcocoronaca.com,https://aamcocoronaca.com,domain_group_269,,,200.0,,False,True,group_757,,,,,png,,,logos\aamcocoronaca_com.png,aamcocoronaca_com
aamcoarlington-pantego.com,https://aamcoarlington-pantego.com,domain_group_269,,,200.0,,False,True,group_757,,,,,png,,,logos\aamcoarlington-pantego_com.png,aamcoarlington-pantego_com
aamcomorenovalley.com,https://aamcomorenovalley.com,domain_group_269,,,200.0,,False,True,group_757,,,,,png,,,logos\aamcomorenovalley_com.png,aamcomorenovalley_com
aamcoroanokeva.com,https://aamcoroanokeva.com,domain_group_269,,,200.0,,False,True,group_757,,,,,png,,,logos\aamcoroanokeva_com.png,aamcoroanokeva_com
aamcodelraybeach.com,https://aamcodelraybeach.com,domain_group_269,,,200.0,,False,True,group_757,,,,,png,,,logos\aamcodelraybeach_com.png,aamcodelraybeach_com
aamcobronx.com,https://aamcobronx.com,domain_group_269,,,200.0,,False,True,group_757,,,,,png,,,logos\aamcobronx_com.png,aamcobronx_com
aamcoerlanger.com,https://aamcoerlanger.com,domain_group_269,,,200.0,,False,True,group_757,,,,,png,,,logos\aamcoerlanger_com.png,aamcoerlanger_com
aamcoreynoldsburgoh.com,https://aamcoreynoldsburgoh.com,domain_group_269,,True,200.0,,False,True,group_757,,,,,png,,,logos\aamcoreynoldsburgoh_com.png,aamcoreynoldsburgoh_com
miniso.nc,https://miniso.nc,domain_group_270,,,200.0,,True,True,group_526,,,,/media/vendor/829/Logo-Site.png,png,,,logos\miniso_nc.png,miniso_nc
minisoindia.com,https://minisoindia.com,domain_group_270,,,200.0,,True,True,group_886,,,https://www.minisoindia.com/wp-content/themes/miniso/images/logo.png,https://www.minisoindia.com/wp-content/themes/miniso/images/logo.png,png,,,logos\minisoindia_com.png,minisoindia_com
miniso-au.com,https://miniso-au.com,domain_group_270,,,200.0,,False,,,,,,,,,,,miniso-au_com
minisocr.com,https://minisocr.com,domain_group_270,,,200.0,,True,True,group_677,,,https://media.nidux.net/pull/250/90/11547/logoTienda11547664bce6342a40.png,https://media.nidux.net/pull/250/90/11547/logoTienda11547664bce6342a40.png,png,,,logos\minisocr_com.png,minisocr_com
miniso.com.ec,https://miniso.com.ec,domain_group_270,,,904.0,"HTTPSConnectionPool(host='www.miniso.com.ec', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1000)')))",,True,group_1228,,,,,png,,,logos\miniso_com_ec.png,miniso_com_ec
miniso-home.ro,https://miniso-home.ro,domain_group_270,,,200.0,,False,True,group_215,,,,,png,,,logos\miniso-home_ro.png,miniso-home_ro
miniso.ge,https://miniso.ge,domain_group_270,,,200.0,,True,True,group_894,,,https://miniso.ge/themes/miniso/assets/imgs/logo.png,https://miniso.ge/themes/miniso/assets/imgs/logo.png,png,,,logos\miniso_ge.png,miniso_ge
minisouruguay.com.uy,https://minisouruguay.com.uy,domain_group_270,,,200.0,,True,True,group_1221,,,https://f.fcdn.app/assets/commerce/www.minisouruguay.com.uy/f80f_eebc/public/web/img/logo.svg,https://f.fcdn.app/assets/commerce/www.minisouruguay.com.uy/f80f_eebc/public/web/img/logo.svg,svg,,,logos\minisouruguay_com_uy.svg,minisouruguay_com_uy
ardex.at,https://ardex.at,domain_group_271,,,904.0,"HTTPSConnectionPool(host='www.ardex.at', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1000)')))",,,,,,,,,,,,ardex_at
ardex.dk,https://ardex.dk,domain_group_271,,,200.0,,True,True,group_923,,,https://ardex.dk/wp-content/uploads/ardex-logo.png,https://ardex.dk/wp-content/uploads/ardex-logo.png,PNG,,,logos\ardex_dk.png,ardex_dk
ardex.com.tw,https://ardex.com.tw,domain_group_271,,,904.0,"HTTPSConnectionPool(host='www.ardex.com.tw', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1000)')))",False,,,,,,,,,,,ardex_com_tw
ardex.de,https://ardex.de,domain_group_271,,,200.0,,True,True,group_923,,,https://ardex.de/typo3temp/assets/_processed_/2/5/csm_ARDEX_Logo_Claim_Positiv_RGB_419bf01b48.png,/typo3temp/assets/_processed_/2/5/csm_ARDEX_Logo_Claim_Positiv_RGB_419bf01b48.png,png,,,logos\ardex_de.png,ardex_de
ardex-france.fr,https://ardex-france.fr,domain_group_271,,,200.0,,True,True,group_923,,,https://ardex-france.fr/typo3temp/assets/_processed_/2/5/csm_ARDEX_Logo_Claim_Positiv_RGB_419bf01b48.png,/typo3temp/assets/_processed_/2/5/csm_ARDEX_Logo_Claim_Positiv_RGB_419bf01b48.png,png,,,logos\ardex-france_fr.png,ardex-france_fr
ardexbuildingproducts.ie,https://ardexbuildingproducts.ie,domain_group_271,,,200.0,,True,True,group_609,,,https://www.ardexbuildingproducts.ie/wp-content/themes/ardex-2019/assets/images/ardex building tomorrow logo.svg,https://www.ardexbuildingproducts.ie/wp-content/themes/ardex-2019/assets/images/ardex building tomorrow logo.svg,svg,,,logos\ardexbuildingproducts_ie.svg,ardexbuildingproducts_ie
ardexamericas.com,https://ardexamericas.com,domain_group_271,,,903.0,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))",False,,,,,,,,,,,ardexamericas_com
ardex.eu,https://ardex.eu,domain_group_271,,True,200.0,,True,True,group_923,,,https://ardex.eu/typo3temp/assets/_processed_/2/5/csm_ARDEX_Logo_Claim_Positiv_RGB_419bf01b48.png,/typo3temp/assets/_processed_/2/5/csm_ARDEX_Logo_Claim_Positiv_RGB_419bf01b48.png,png,,,logos\ardex_eu.png,ardex_eu
ardex.pl,https://ardex.pl,domain_group_271,,,200.0,,True,True,group_923,,,https://ardex.pl/wp-content/themes/ardex-uk/imgs/ardex-logo-black.png,https://ardex.pl/wp-content/themes/ardex-uk/imgs/ardex-logo-black.png,png,,,logos\ardex_pl.png,ardex_pl
kia-strehle-dresden.de,https://kia-strehle-dresden.de,domain_group_272,,True,200.0,,True,True,group_1228,,,https://kia-strehle-dresden.de/etc.clientlibs/settings/wcm/designs/eut/clientlib/resources/rbr/logo_kia_white-rbr.png,/etc.clientlibs/settings/wcm/designs/eut/clientlib/resources/rbr/logo_kia_white-rbr.png,png,,,logos\kia-strehle-dresden_de.png,kia-strehle-dresden_de
kia-guenther-dingelstaedt.de,https://kia-guenther-dingelstaedt.de,domain_group_272,,,200.0,,,True,group_1228,,,https://kia-guenther-dingelstaedt.de/etc.clientlibs/settings/wcm/designs/eut/clientlib/resources/rbr/logo_kia_white-rbr.png,,png,,,logos\kia-guenther-dingelstaedt_de.png,kia-guenther-dingelstaedt_de
mazdaofpottstown.com,https://mazdaofpottstown.com,domain_group_273,,,200.0,,True,,,,,https://mazdaofpottstown.com/static/dealer-19046/logo.png,/static/dealer-19046/logo.png,,,,,mazdaofpottstown_com
mazdaofpoughkeepsie.com,https://mazdaofpoughkeepsie.com,domain_group_273,,True,200.0,,True,,,,"Other error: HTTPSConnectionPool(host='www.mazdaofpoughkeepsie.com', port=443): Max retries exceeded with url: /static/dealer-17379/logo.png (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1000)')))",https://mazdaofpoughkeepsie.com/static/dealer-17379/logo.png,/static/dealer-17379/logo.png,,,,,mazdaofpoughkeepsie_com
mazdaofportcharlotte.com,https://mazdaofportcharlotte.com,domain_group_273,,,904.0,"HTTPSConnectionPool(host='www.mazdaofportcharlotte.com', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1000)')))",,,,,,,,,,,,mazdaofportcharlotte_com
mazdaofsouthcharlotte.com,https://mazdaofsouthcharlotte.com,domain_group_273,,,200.0,,True,True,group_1228,,,https://mazdaofsouthcharlotte.com/static/dealer-9855/logo.png,/static/dealer-9855/logo.png,png,,,logos\mazdaofsouthcharlotte_com.png,mazdaofsouthcharlotte_com
mazdaofconshohocken.com,https://mazdaofconshohocken.com,domain_group_273,,,200.0,,True,,,,,https://mazdaofconshohocken.com/static/dealer-19136/logo.png,/static/dealer-19136/logo.png,,,,,mazdaofconshohocken_com
mazdaofwooster.com,https://mazdaofwooster.com,domain_group_273,,,200.0,,True,,,,,https://mazdaofwooster.com/static/dealer-22500/logo.png,/static/dealer-22500/logo.png,,,,,mazdaofwooster_com
alcirclebiz.com,https://alcirclebiz.com,domain_group_274,,True,200.0,,True,True,group_1076,,,https://alcirclebiz.com/assets/img/all-circle-logo.png,/assets/img/all-circle-logo.png,png,,,logos\alcirclebiz_com.png,alcirclebiz_com
duracleanservicebybob.com,https://duracleanservicebybob.com,domain_group_275,,,903.0,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))",,,,,,,,,,,,duracleanservicebybob_com
duracleancarpet.com,https://duracleancarpet.com,domain_group_275,,,200.0,,False,True,group_181,,,,,png,,,logos\duracleancarpet_com.png,duracleancarpet_com
duracleanrestoration.com,https://duracleanrestoration.com,domain_group_275,,,903.0,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))",,,,,,,,,,,,duracleanrestoration_com
duracleanmaine.com,https://duracleanmaine.com,domain_group_275,,,200.0,,,True,group_181,,,https://lirp.cdn-website.com/b9d825ee0fdc4dbda3e6ef6a4cc84dbf/dms3rep/multi/opt/logo-1-960w.png,https://lirp.cdn-website.com/b9d825ee0fdc4dbda3e6ef6a4cc84dbf/dms3rep/multi/opt/logo-1-960w.png,png,,,logos\duracleanmaine_com.png,duracleanmaine_com
duracleanservices.net,https://duracleanservices.net,domain_group_275,,,901.0,"HTTPSConnectionPool(host='www.duracleanservices.net', port=443): Read timed out. (read timeout=10)",,,,,,,,,,,,duracleanservices_net
billygraham.ca,https://billygraham.ca,domain_group_276,,,904.0,"HTTPSConnectionPool(host='www.billygraham.ca', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1000)')))",,True,group_90,,,,,png,,,logos\billygraham_ca.png,billygraham_ca
trulynolenalagoas.com.br,https://trulynolenalagoas.com.br,domain_group_277,,,,,False,True,group_717,,,,,png,,,logos\trulynolenalagoas_com_br.png,trulynolenalagoas_com_br
trulynolengoias.com.br,https://trulynolengoias.com.br,domain_group_277,,,200.0,,False,,,,,,,,,,,trulynolengoias_com_br
trulynolennatal.com.br,https://trulynolennatal.com.br,domain_group_277,,,200.0,,True,True,group_717,,,https://trulynolennatal.com.br/wp-content/uploads/2020/07/TRULY-NOLEN-LOGO.png,https://trulynolennatal.com.br/wp-content/uploads/2020/07/TRULY-NOLEN-LOGO.png,png,,,logos\trulynolennatal_com_br.png,trulynolennatal_com_br
trulynolenparaiba.com.br,https://trulynolenparaiba.com.br,domain_group_277,,,,,False,True,group_717,,,,,png,,,logos\trulynolenparaiba_com_br.png,trulynolenparaiba_com_br
trulynolencampogrande.com.br,https://trulynolencampogrande.com.br,domain_group_277,,,200.0,,False,,,,,,,,,,,trulynolencampogrande_com_br
trulynolenrecife.com.br,https://trulynolenrecife.com.br,domain_group_277,,,200.0,,False,True,group_717,,,,,png,,,logos\trulynolenrecife_com_br.png,trulynolenrecife_com_br
trulynolenpiaui.com.br,https://trulynolenpiaui.com.br,domain_group_277,,,200.0,,False,True,group_717,,,,,png,,,logos\trulynolenpiaui_com_br.png,trulynolenpiaui_com_br
trulynolenbarueri.com.br,https://trulynolenbarueri.com.br,domain_group_277,,,200.0,,False,True,group_717,,,,,png,,,logos\trulynolenbarueri_com_br.png,trulynolenbarueri_com_br
job-impulse.hu,https://job-impulse.hu,domain_group_278,,,200.0,,True,True,group_1228,,,https://job-impulse.hu/wp-content/uploads/2023/07/JobImpulse_logo_dateien_Logo_weiss.png,https://job-impulse.hu/wp-content/uploads/2023/07/JobImpulse_logo_dateien_Logo_weiss.png,png,,,logos\job-impulse_hu.png,job-impulse_hu
job-impulse.es,https://job-impulse.es,domain_group_278,,,200.0,,True,True,group_1228,,,https://job-impulse.es/wp-content/uploads/2023/07/JobImpulse_logo_dateien_Logo_weiss.png,https://job-impulse.es/wp-content/uploads/2023/07/JobImpulse_logo_dateien_Logo_weiss.png,png,,,logos\job-impulse_es.png,job-impulse_es
job-impulse.co.jp,https://job-impulse.co.jp,domain_group_278,,,200.0,,False,,,,,,,,,,,job-impulse_co_jp
job-impulse.pt,https://job-impulse.pt,domain_group_278,,,200.0,,True,True,group_1228,,,https://job-impulse.pt/wp-content/uploads/2023/07/JobImpulse_logo_dateien_Logo_weiss.png,https://job-impulse.pt/wp-content/uploads/2023/07/JobImpulse_logo_dateien_Logo_weiss.png,png,,,logos\job-impulse_pt.png,job-impulse_pt
job-impulse.sk,https://job-impulse.sk,domain_group_278,,,200.0,,True,True,group_1228,,,https://job-impulse.sk/wp-content/uploads/2023/07/JobImpulse_logo_dateien_Logo_weiss.png,https://job-impulse.sk/wp-content/uploads/2023/07/JobImpulse_logo_dateien_Logo_weiss.png,png,,,logos\job-impulse_sk.png,job-impulse_sk
job-impulse.us,https://job-impulse.us,domain_group_278,,,200.0,,True,True,group_1228,,,https://job-impulse.us/wp-content/uploads/2023/07/JobImpulse_logo_dateien_Logo_weiss.png,https://job-impulse.us/wp-content/uploads/2023/07/JobImpulse_logo_dateien_Logo_weiss.png,png,,,logos\job-impulse_us.png,job-impulse_us
job-impulse.mx,https://job-impulse.mx,domain_group_278,,,200.0,,True,True,group_1228,,,https://job-impulse.mx/wp-content/uploads/2023/07/JobImpulse_logo_dateien_Logo_weiss.png,https://job-impulse.mx/wp-content/uploads/2023/07/JobImpulse_logo_dateien_Logo_weiss.png,png,,,logos\job-impulse_mx.png,job-impulse_mx
pkffinconta.ro,https://pkffinconta.ro,domain_group_279,,,200.0,,False,True,group_660,,,,,png,,,logos\pkffinconta_ro.png,pkffinconta_ro
mcvitiesindia.com,https://mcvitiesindia.com,domain_group_280,,,904.0,"HTTPSConnectionPool(host='www.mcvitiesindia.com', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1000)')))",,,,,,,,,,,,mcvitiesindia_com
plastoplan.pl,https://plastoplan.pl,domain_group_281,,,200.0,,True,True,group_898,,,https://www.plastoplan.pl/wp-content/uploads/sites/5/logoweb_plastoplan-rs.png,https://www.plastoplan.pl/wp-content/uploads/sites/5/logoweb_plastoplan-rs.png,png,,,logos\plastoplan_pl.png,plastoplan_pl
plastoplan.rs,https://plastoplan.rs,domain_group_281,,,200.0,,True,True,group_898,,,https://www.plastoplan.rs/wp-content/uploads/sites/25/logoweb_plastoplan-rs.png,https://www.plastoplan.rs/wp-content/uploads/sites/25/logoweb_plastoplan-rs.png,png,,,logos\plastoplan_rs.png,plastoplan_rs
plastoplan.si,https://plastoplan.si,domain_group_281,,,200.0,,True,True,group_898,,,https://www.plastoplan.com/en/wp-content/uploads/sites/2/2016/06/logo-70.png,https://www.plastoplan.com/en/wp-content/uploads/sites/2/2016/06/logo-70.png,png,,,logos\plastoplan_si.png,plastoplan_si
plastoplan.com,https://plastoplan.com,domain_group_281,,,200.0,,True,True,group_898,,,https://www.plastoplan.com/wp-content/uploads/2016/06/logo-70.png,https://www.plastoplan.com/wp-content/uploads/2016/06/logo-70.png,png,,,logos\plastoplan_com.png,plastoplan_com
aliaxis.cz,https://aliaxis.cz,domain_group_282,,,200.0,,True,True,group_1228,,,https://aliaxis.cz/aliaxis-group/images/logo-white.svg,/aliaxis-group/images/logo-white.svg,svg,,,logos\aliaxis_cz.svg,aliaxis_cz
aliaxis.be,https://aliaxis.be,domain_group_282,,,200.0,,True,True,group_1228,,,https://aliaxis.be/aliaxis-group/images/logo-white.svg,/aliaxis-group/images/logo-white.svg,svg,,,logos\aliaxis_be.svg,aliaxis_be
aliaxis.gr,https://aliaxis.gr,domain_group_282,,,200.0,,True,True,group_1228,,,https://aliaxis.gr/aliaxis-group/images/logo-white.svg,/aliaxis-group/images/logo-white.svg,svg,,,logos\aliaxis_gr.svg,aliaxis_gr
aliaxis.hu,https://aliaxis.hu,domain_group_282,,,200.0,,True,True,group_1228,,,https://aliaxis.hu/aliaxis-group/images/logo-white.svg,,svg,,,logos\aliaxis_hu.svg,aliaxis_hu
aliaxis.it,https://aliaxis.it,domain_group_282,,,200.0,,True,True,group_1228,,,https://aliaxis.it/aliaxis-group/images/logo-white.svg,/aliaxis-group/images/logo-white.svg,svg,,,logos\aliaxis_it.svg,aliaxis_it
aliaxis.bg,https://aliaxis.bg,domain_group_282,,,200.0,,True,True,group_1228,,,https://aliaxis.bg/aliaxis-group/images/logo-white.svg,/aliaxis-group/images/logo-white.svg,svg,,,logos\aliaxis_bg.svg,aliaxis_bg
aliaxis-me.com,https://aliaxis-me.com,domain_group_282,,,200.0,,True,True,group_1228,,,https://aliaxis-me.com/aliaxis-group/images/logo-white.svg,/aliaxis-group/images/logo-white.svg,svg,,,logos\aliaxis-me_com.svg,aliaxis-me_com
aliaxis.pl,https://aliaxis.pl,domain_group_282,,,200.0,,True,True,group_1228,,,https://aliaxis.pl/aliaxis-group/images/logo-white.svg,/aliaxis-group/images/logo-white.svg,svg,,,logos\aliaxis_pl.svg,aliaxis_pl
hahn-kolb.mx,https://hahn-kolb.mx,domain_group_283,,True,200.0,,True,False,,,,https://hahn-kolb.mx/is-bin/intershop.static/WFS/1864-B1-Site/-/es_MX/webkit_bootstrap/dist/img/hahnkolb/hk-logo-white.png,/is-bin/intershop.static/WFS/1864-B1-Site/-/es_MX/webkit_bootstrap/dist/img/hahnkolb/hk-logo-white.png,png,,,logos\hahn-kolb_mx.png,hahn-kolb_mx
snapologyfranchising.com,https://snapologyfranchising.com,domain_group_284,,,200.0,,True,True,group_93,,,https://snapologyfranchising.com/images/UB_Logo_Horizontal_4c.png,/images/UB_Logo_Horizontal_4c.png,png,,,logos\snapologyfranchising_com.png,snapologyfranchising_com
kia-asc.ru,https://kia-asc.ru,domain_group_285,,,200.0,,True,True,group_372,,,https://cdn.kia.ru/resize/225x110/master-data/models/1772x997_K5_2021_new_logo.png,https://cdn.kia.ru/resize/225x110/master-data/models/1772x997_K5_2021_new_logo.png,png,,,logos\kia-asc_ru.png,kia-asc_ru
kiavacaville.com,https://kiavacaville.com,domain_group_285,,,200.0,,True,True,group_732,,,,/assets/styles/743/images/kia-logo-dark.png,png,,,logos\kiavacaville_com.png,kiavacaville_com
kiajc.com,https://kiajc.com,domain_group_285,,,200.0,,True,True,group_732,,,https://kiajc.com/assets/styles/743/images/kia-logo-dark.png,/assets/styles/743/images/kia-logo-dark.png,png,,,logos\kiajc_com.png,kiajc_com
kia-telke-badschlema.de,https://kia-telke-badschlema.de,domain_group_285,,True,200.0,,True,True,group_1228,,,https://kia-telke-badschlema.de/etc.clientlibs/settings/wcm/designs/eut/clientlib/resources/rbr/logo_kia_white-rbr.png,/etc.clientlibs/settings/wcm/designs/eut/clientlib/resources/rbr/logo_kia_white-rbr.png,png,,,logos\kia-telke-badschlema_de.png,kia-telke-badschlema_de
kia-ahs-roehrnbach.de,https://kia-ahs-roehrnbach.de,domain_group_285,,,200.0,,True,True,group_1228,,,https://kia-ahs-roehrnbach.de/etc.clientlibs/settings/wcm/designs/eut/clientlib/resources/rbr/logo_kia_white-rbr.png,/etc.clientlibs/settings/wcm/designs/eut/clientlib/resources/rbr/logo_kia_white-rbr.png,png,,,logos\kia-ahs-roehrnbach_de.png,kia-ahs-roehrnbach_de
kiacowansville.com,https://kiacowansville.com,domain_group_285,,,200.0,,False,,,,,,,,,,,kiacowansville_com
kia-bachmann-wehretal.de,https://kia-bachmann-wehretal.de,domain_group_286,,,200.0,,True,True,group_1228,,"Other error: HTTPSConnectionPool(host='www.kia-bachmann-wehretal.de', port=443): Max retries exceeded with url: /etc.clientlibs/settings/wcm/designs/eut/clientlib/resources/rbr/logo_kia_white-rbr.png (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1000)')))",https://kia-bachmann-wehretal.de/etc.clientlibs/settings/wcm/designs/eut/clientlib/resources/rbr/logo_kia_white-rbr.png,/etc.clientlibs/settings/wcm/designs/eut/clientlib/resources/rbr/logo_kia_white-rbr.png,png,,,logos\kia-bachmann-wehretal_de.png,kia-bachmann-wehretal_de
schaumann.it,https://schaumann.it,domain_group_287,,,200.0,,True,False,,,,https://schaumann.it/statics/www_schaumann_it/assets/images/Schaumann-Logo-Vektor_RGB_IT_RZ.svg,/statics/www_schaumann_it/assets/images/Schaumann-Logo-Vektor_RGB_IT_RZ.svg,svg,,,logos\schaumann_it.svg,schaumann_it
schaumann.cz,https://schaumann.cz,domain_group_287,,,200.0,,True,False,,,,https://schaumann.cz/statics/www_schaumann_cz/assets/images/logo_schaumannCZ_farbverlauf.svg,/statics/www_schaumann_cz/assets/images/logo_schaumannCZ_farbverlauf.svg,svg,,,logos\schaumann_cz.svg,schaumann_cz
schaumann.fr,https://schaumann.fr,domain_group_287,,,200.0,,True,False,,,,https://schaumann.fr/statics/www_schaumann_fr/assets/images/Schaumann-Logo-Vektor_RGB_FR_RZ.svg,/statics/www_schaumann_fr/assets/images/Schaumann-Logo-Vektor_RGB_FR_RZ.svg,svg,,,logos\schaumann_fr.svg,schaumann_fr
kia-brass-frankfurt.de,https://kia-brass-frankfurt.de,domain_group_288,,,200.0,,True,True,group_1228,,,https://kia-brass-frankfurt.de/etc.clientlibs/settings/wcm/designs/eut/clientlib/resources/rbr/logo_kia_white-rbr.png,/etc.clientlibs/settings/wcm/designs/eut/clientlib/resources/rbr/logo_kia_white-rbr.png,png,,,logos\kia-brass-frankfurt_de.png,kia-brass-frankfurt_de
svnchicagopm.com,https://svnchicagopm.com,domain_group_289,,True,200.0,,True,True,group_1228,,,https://lirp.cdn-website.com/b36c60c2/dms3rep/multi/opt/SVN-Chicago-Prop-Mgmt-Logo--28white-orange-29-1920w.png,https://lirp.cdn-website.com/b36c60c2/dms3rep/multi/opt/SVN-Chicago-Prop-Mgmt-Logo--28white-orange-29-1920w.png,png,,,logos\svnchicagopm_com.png,svnchicagopm_com
wordans.de,https://wordans.de,domain_group_290,,,200.0,,True,True,group_1165,,,https://assets.wordans.de/assets/wordans_2024/wordans_logo-7612802ebe95ab11c128e762446486f07b5010860c7339c19106eea51127452a.png,https://assets.wordans.de/assets/wordans_2024/wordans_logo-7612802ebe95ab11c128e762446486f07b5010860c7339c19106eea51127452a.png,png,,,logos\wordans_de.png,wordans_de
wordans.it,https://wordans.it,domain_group_290,,,200.0,,True,True,group_1165,,,https://assets.wordans.it/assets/wordans_2024/wordans_logo-7612802ebe95ab11c128e762446486f07b5010860c7339c19106eea51127452a.png,https://assets.wordans.it/assets/wordans_2024/wordans_logo-7612802ebe95ab11c128e762446486f07b5010860c7339c19106eea51127452a.png,png,,,logos\wordans_it.png,wordans_it
linak-latinamerica.com,https://linak-latinamerica.com,domain_group_291,,,903.0,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))",,,,,,,,,,,,linak-latinamerica_com
linak.kr,https://linak.kr,domain_group_291,,,901.0,"HTTPSConnectionPool(host='www.linak.kr', port=443): Read timed out. (read timeout=10)",,,,,,,,,,,,linak_kr
linak.de,https://linak.de,domain_group_291,,,901.0,"HTTPSConnectionPool(host='www.linak.de', port=443): Read timed out. (read timeout=10)",,,,,,,,,,,,linak_de
linak.cz,https://linak.cz,domain_group_291,,,901.0,"HTTPSConnectionPool(host='www.linak.cz', port=443): Read timed out. (read timeout=10)",,,,,,,,,,,,linak_cz
linak.es,https://linak.es,domain_group_291,,,904.0,"HTTPSConnectionPool(host='www.linak.es', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1000)')))",,,,,,,,,,,,linak_es
linak.pl,https://linak.pl,domain_group_291,,,904.0,"HTTPSConnectionPool(host='www.linak.pl', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1000)')))",,,,,,,,,,,,linak_pl
engenmauritius.com,https://engenmauritius.com,domain_group_292,,,200.0,,False,True,group_1062,,,,,webp,,,logos\engenmauritius_com.webp,engenmauritius_com
kilewswest.com,https://kilewswest.com,domain_group_293,,,200.0,,True,True,group_602,,,https://kilewswest.com/wp-content/themes/kilews/images/logo.png,https://kilewswest.com/wp-content/themes/kilews/images/logo.png,png,,,logos\kilewswest_com.png,kilewswest_com
childrenandteendentalfl.com,https://childrenandteendentalfl.com,domain_group_294,,,200.0,,True,True,group_1236,,,https://childrenandteendentalfl.com/wp-content/uploads/2020/10/ctdfl-logo.png,https://childrenandteendentalfl.com/wp-content/uploads/2020/10/ctdfl-logo.png,png,,,logos\childrenandteendentalfl_com.png,childrenandteendentalfl_com
humanasecondhand.se,https://humanasecondhand.se,domain_group_295,,True,200.0,,True,True,group_513,,,"https://static.wixstatic.com/media/c762a5_3832b5c1507d4e528ed3feb59ccf735d~mv2.png/v1/crop/x_7,y_0,w_461,h_241/fill/w_69,h_36,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/H-online_logo_black_mini.png","https://static.wixstatic.com/media/c762a5_3832b5c1507d4e528ed3feb59ccf735d~mv2.png/v1/crop/x_7,y_0,w_461,h_241/fill/w_69,h_36,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/H-online_logo_black_mini.png",WEBP,,,logos\humanasecondhand_se.png,humanasecondhand_se
advocarenewbornnetwork.com,https://advocarenewbornnetwork.com,domain_group_296,,True,200.0,,,True,group_346,,,https://lirp.cdn-website.com/5e626945/dms3rep/multi/opt/Advocare-Logo-Your-Purpose-1920w.png,https://lirp.cdn-website.com/5e626945/dms3rep/multi/opt/Advocare-Logo-Your-Purpose-1920w.png,png,,,logos\advocarenewbornnetwork_com.png,advocarenewbornnetwork_com
advocarewdp.com,https://advocarewdp.com,domain_group_296,,,200.0,,True,True,group_346,,,https://lirp.cdn-website.com/5e626945/dms3rep/multi/opt/Advocare-Logo-Your-Purpose-1920w.png,https://lirp.cdn-website.com/5e626945/dms3rep/multi/opt/Advocare-Logo-Your-Purpose-1920w.png,png,,,logos\advocarewdp_com.png,advocarewdp_com
